u,v,alpha,beta,weight,max_budget
1260,1264,2.6495398687629406,1.8518695150585494,4.50140938382149,11
1260,1265,1.037567178669702,1.3119514721536727,2.3495186508233745,9
1260,1266,1.7960347293921586,1.3927588793869476,3.1887936087791062,15
1265,2377,1.648149827249041,1.5989615167239541,3.2471113439729953,20
1266,906,2.0114508714357617,1.6788520710374355,3.6903029424731972,17
1273,330,1.8305544922588797,1.403263493410709,3.233817985669589,26
1273,2868,1.6482305555305636,1.3602675846944283,3.008498140224992,22
1273,3120,1.4444839516411456,0.8867413565623554,2.331225308203501,9
1273,3121,1.5863763308309002,0.804182972827461,2.3905593036583612,26
1273,3122,1.96000429114434,1.1056182552530631,3.065622546397403,23
1273,3123,1.5442735567556927,0.7991065706976488,2.3433801274533415,26
1273,3124,2.126067917220904,0.8811127506504319,3.007180667871336,25
1273,3125,2.2872916052741576,1.1740197910262118,3.4613113963003697,28
1273,3126,2.636465245367445,0.5518774187948583,3.1883426641623034,28
1273,3127,1.5007564793809607,0.560272085149577,2.0610285645305377,7
3120,178,1.8770838447107892,1.8632232026542102,3.7403070473649995,24
3120,253,2.5023464804838254,1.6962924754074433,4.198638955891269,24
3120,263,2.6314636882319595,0.8971553940834978,3.5286190823154575,5
3120,553,1.3890096851993872,1.8132347135106226,3.2022443987100098,7
3120,2325,1.9314208806389594,0.5491342110031394,2.480555091642099,28
3120,2497,2.585157807255505,1.96774599306077,4.552903800316274,27
3120,3826,1.400992158770143,1.2141280437403632,2.6151202025105063,15
3120,3942,2.631068394432245,0.9807257723485037,3.611794166780749,13
3120,4542,2.814399003089953,1.5491888351413194,4.363587838231273,25
3120,4543,2.0602160723222767,1.2937541746276737,3.3539702469499506,16
3126,113,1.1414312590667564,0.5255732065868206,1.667004465653577,15
3127,2157,2.655254698408477,1.2379650332572985,3.8932197316657753,15
3127,2422,2.681817723214597,1.0052702884091702,3.6870880116237674,13
3127,3185,2.630388501957265,0.9183181374006276,3.5487066393578925,26
3127,4573,1.0195470656410812,1.3804548674452222,2.4000019330863034,19
3127,4640,2.3928625687036273,1.2594631727480472,3.6523257414516745,23
3127,4641,2.42174191745896,0.581624474202451,3.0033663916614106,9
1276,901,1.1656124517809083,1.2848337809961201,2.450446232777028,15
1276,2075,2.8194723440181746,1.4967368856714474,4.316209229689622,27
1276,2585,1.8785668536010935,1.220974932864576,3.09954178646567,6
1276,2874,1.5566904231213223,1.567521579290712,3.124212002412034,6
1276,3128,2.8627794886058218,1.0262279476692417,3.8890074362750635,28
1276,3153,1.2465634654453788,0.9390281098814941,2.185591575326873,18
1276,3154,1.674832245854765,1.6882134232468726,3.3630456691016377,25
1276,3155,2.1016327400690944,1.4161051375110998,3.517737877580194,16
1276,3156,2.640162437828611,1.1728873344803956,3.8130497723090064,9
1276,3157,2.2105670516614495,1.1253903091088882,3.3359573607703377,23
1278,412,1.416885653294566,0.8370830280801225,2.2539686813746886,20
1278,1299,1.2863020339622309,1.4676804885633488,2.75398252252558,5
1278,1947,2.1252398094303997,1.0646284149805014,3.189868224410901,21
1278,1974,1.85516605615035,0.5297021598112637,2.384868215961614,24
1278,2035,2.551572105827773,1.2391908091473456,3.7907629149751187,16
1278,2228,1.4332970744975482,1.8269479461563174,3.2602450206538656,30
1278,2547,1.4541711247123843,0.6131421858412966,2.067313310553681,9
1278,3709,2.1984489621566796,1.3362009542753213,3.534649916432001,19
1278,3841,2.1834860407901493,0.5342637506708129,2.717749791460962,29
1278,5199,1.4937151997652367,1.3085704159146754,2.802285615679912,27
1279,1227,1.9196286722679132,0.5959734072283904,2.5156020794963037,13
1279,1787,2.1905933842049246,1.2404885759166229,3.4310819601215474,24
1279,1993,2.8538469403200377,0.9884535555860852,3.842300495906123,14
1279,2626,2.0501316121841677,0.6325111667075292,2.682642778891697,10
1279,3017,1.1010896296980155,1.784643417996487,2.8857330476945027,12
1279,3128,2.511365662066304,0.9838302942461372,3.4951959563124415,23
1279,3129,1.331023803863013,0.9496227834598552,2.2806465873228685,17
1279,3130,2.312443170050602,1.4035936618599745,3.7160368319105768,13
1279,3131,2.1735966093116272,1.145389485981526,3.318986095293153,30
1279,3132,2.1306414263285767,1.9679156565111926,4.098557082839769,10
1281,483,2.1453074858784644,0.7694918019573118,2.914799287835776,10
1281,833,2.6441644158888833,0.6268606459010461,3.2710250617899295,16
1281,1431,2.5991788347210063,1.6856338724805213,4.284812707201528,12
1281,1509,2.569422821331293,1.7740753487669854,4.343498170098279,10
1281,2034,1.0435877145641212,1.5735493772485847,2.617137091812706,24
1281,2236,2.13597943708666,0.9722134174628911,3.108192854549551,12
1281,3133,1.779095709718783,0.7630144311294289,2.542110140848212,15
1281,3134,2.9074683310531544,0.7138445262123698,3.621312857265524,18
1281,3135,2.545952891695003,1.173182436556289,3.719135328251292,28
1281,3136,1.6176312914877387,0.9345489931724541,2.5521802846601926,22
3129,334,2.0614559612128254,1.1323629247042868,3.1938188859171124,12
3129,2360,1.8974282737414097,0.9418227995036479,2.8392510732450575,13
3129,3634,2.0421970300922747,0.6584274405734017,2.7006244706656766,27
3129,3962,2.1513065323669833,1.2659300225280776,3.417236554895061,22
3129,4548,1.404953272577683,0.8449329507053507,2.249886223283034,26
3135,283,1.8467112137448902,0.8652629721712854,2.7119741859161755,26
3135,476,1.0749560052387976,1.0511693200961039,2.1261253253349013,22
3135,1511,2.6079515271754063,1.5420481672201591,4.149999694395565,22
3135,1714,2.6183979459742175,1.7544193175297906,4.372817263504008,13
3135,2860,1.0469198979551138,1.8167913092012762,2.86371120715639,29
3135,3343,2.7328483504408654,1.7134325569718154,4.446280907412681,25
3135,3463,1.3525164724566932,1.1481210413254526,2.500637513782146,6
3135,4419,1.5094302707227882,1.7062191879062378,3.2156494586290263,11
3135,4551,1.8239644611097747,1.8670648219492598,3.6910292830590343,7
3135,4552,1.6810824023810844,0.904054783108313,2.5851371854893976,23
1286,391,1.8675584101701226,0.9896102299297163,2.8571686400998386,25
1286,1056,2.235379879562659,1.4038710953620517,3.639250974924711,20
1286,1100,2.8135797135642084,1.2453755373493525,4.058955250913561,15
1286,1287,2.7969142843986754,1.3651030721526578,4.162017356551333,16
1286,1288,1.797364520770677,0.9827483909801993,2.7801129117508765,25
1286,1289,2.7228373079497166,0.7250516527593642,3.447888960709081,18
1286,1290,1.8749266415500698,1.2492310239777245,3.124157665527794,15
1286,1291,2.428692728481596,0.7439471346371115,3.1726398631187074,22
1286,1292,1.435852164521139,0.799525965741849,2.235378130262988,9
1286,1293,2.1344464091198994,1.3144865439872753,3.4489329531071746,7
1289,1043,2.480215912581551,1.2993040448760715,3.7795199574576226,20
1289,1916,1.9698676000359112,1.6097443056557248,3.5796119056916362,29
1289,2944,2.2573018447716136,0.7619216906156443,3.019223535387258,7
1289,2966,2.345201507564531,0.9622962201549081,3.307497727719439,13
1289,3142,2.7556336875933023,0.5605789795478301,3.3162126671411323,13
1289,3143,1.8473240230402135,1.3832650633666608,3.2305890864068743,14
1289,3144,1.246000194010351,1.5886794122222365,2.834679606232587,13
1289,3145,2.1999370373584872,0.5943193461588409,2.794256383517328,10
1289,3146,2.4160401345609337,1.7154115277639155,4.131451662324849,18
1290,176,2.044384559991978,1.9237047538422627,3.968089313834241,20
1290,177,2.3183695617239635,0.6809151970095858,2.999284758733549,15
1290,179,2.367908501205637,0.8190842577614204,3.1869927589670572,21
1290,248,1.4575899843621483,1.4379333327730213,2.8955233171351695,28
1290,249,1.9862050179723625,1.3165216230802683,3.302726641052631,14
1290,352,2.9043378900165626,0.6578486932254457,3.562186583242008,22
1290,422,2.6450839916774886,1.889791528919772,4.534875520597261,24
1290,427,1.812906492918262,0.5476461784996519,2.360552671417914,20
1290,717,1.9447815680280869,1.3410447022928804,3.2858262703209675,29
1290,1317,1.7292048345324214,0.5164277087694422,2.2456325433018636,5
3137,102,1.6972491660627929,1.4743023237730908,3.171551489835884,10
3137,264,1.1549577227320253,1.708654738439631,2.8636124611716562,19
3137,753,2.120021179050883,1.277717632535768,3.3977388115866507,18
3137,755,2.2620663839553456,1.9825867141878428,4.244653098143188,23
3137,1212,2.579698928746654,1.106984712679909,3.686683641426563,11
3137,3146,1.4953184133342734,1.3731852314012343,2.8685036447355077,6
3137,3849,1.2810617811688436,1.342592078002319,2.6236538591711627,12
3137,4455,1.0417658907321894,0.6935391874520238,1.7353050781842132,23
3137,4546,1.1645458188388442,0.6161127294189604,1.7806585482578048,7
3137,4547,2.4089523851711574,0.8533953122697607,3.262347697440918,16
3138,127,1.365616708510736,1.5335203836909577,2.899137092201694,21
3138,143,2.969518203638401,1.3174491324391824,4.286967336077583,8
3138,252,1.8367775331786944,0.9144814995429187,2.751259032721613,15
3138,369,2.6230829668479574,1.8707325309640237,4.4938154978119815,26
3138,390,1.634487044650693,1.6132572713586324,3.2477443160093253,30
3138,754,1.7623750220758259,1.234918078517114,2.99729310059294,8
3138,1387,1.7133354320711442,1.576883903926674,3.2902193359978185,12
3138,1912,1.6946510764364513,1.1386861242754571,2.8333372007119086,13
3138,2050,2.382631736781058,1.4342189126445666,3.8168506494256245,8
3138,4487,2.053207601888832,0.6425800697181517,2.695787671606984,26
3140,477,1.3703644875958385,1.2391003003737189,2.609464787969557,5
3140,2593,1.3467179071426016,1.8154456879986105,3.1621635951412124,27
3140,2746,2.3142405439969798,0.603226687444187,2.917467231441167,5
3140,3364,1.9341594209118906,1.3984738660802414,3.332633286992132,17
3140,3687,1.349107333027228,1.4621973309291776,2.8113046639564057,25
3140,4159,1.9323840298896309,1.0157706148827061,2.948154644772337,10
3140,4437,2.306119199298995,1.5514113290100178,3.8575305283090127,17
3140,5629,1.7179661855295265,1.029166538739391,2.7471327242689174,20
3140,5931,2.4649098816693638,0.8475510292395163,3.31246091090888,21
3140,6071,2.8783634996735703,1.325567335211387,4.203930834884957,12
3142,124,2.015653319780493,1.3891587770833582,3.4048120968638513,14
3142,129,1.0106262847233536,0.7152796377861641,1.7259059225095177,30
3142,177,1.7905985397608197,1.138735569637715,2.9293341093985346,22
3142,248,1.378352162495598,1.5927690854744663,2.971121247970064,11
3142,249,1.3806581425100568,1.6840480975959253,3.0647062401059824,13
3142,266,1.610009593356665,0.664546338238817,2.274555931595482,26
3142,667,1.59399138519841,0.6059214710071998,2.19991285620561,11
3142,717,2.871003915653635,1.1336647206439419,4.004668636297577,21
3142,856,2.094238155383345,1.5219063929309127,3.616144548314258,26
3142,1245,1.6620522043975183,1.9612169143269622,3.6232691187244805,17
3149,1258,1.386879778418552,1.685258089752879,3.0721378681714313,27
3149,2007,2.572276515134692,0.9128880274666455,3.4851645426013373,13
3149,2039,1.8561026689654248,1.3718469592575244,3.227949628222949,15
3149,2067,2.7844806946577565,0.9115327529975704,3.696013447655327,24
3149,2197,2.050028882547206,0.6225937970391031,2.6726226795863095,16
3149,2218,1.4381541497439416,0.9979956795157358,2.4361498292596773,25
3149,2888,2.8934543906347576,1.5961136570281933,4.489568047662951,20
3149,4380,1.4983485803118526,0.8741960803816293,2.3725446606934817,5
3149,4549,2.3620693665413337,1.4235433446356738,3.7856127111770075,23
3149,4550,1.1297203905868396,1.8278634804417084,2.957583871028548,12
1294,148,2.1283000523917144,1.3182803938258973,3.4465804462176117,8
1294,369,2.7338947447654816,1.4930104800419175,4.226905224807399,25
1294,438,1.4021351459469193,1.6240577107544556,3.0261928567013747,10
1294,690,2.8249894887018794,1.1294103919320844,3.9543998806339635,22
1294,1069,1.3508599581045826,1.6421437654468356,2.993003723551418,29
1294,1295,2.3295646474365332,1.6091674587761224,3.9387321062126555,23
1294,1296,2.7985175740088177,1.4063556672804267,4.204873241289245,11
1294,1297,1.6794878171865295,1.3286531592383772,3.0081409764249067,7
1294,1298,1.9847793405827108,1.0074559540592296,2.99223529464194,18
1294,1299,1.7383004475613362,0.9717036057182493,2.7100040532795857,21
1297,289,2.70644853040295,1.890525123804945,4.596973654207895,17
1297,435,2.4495827149796794,1.8145432648952484,4.264125979874928,24
1297,753,1.5871763998586406,0.5795863929316103,2.1667627927902506,11
1297,901,1.881274616431275,1.9827744745918277,3.8640490910231025,21
1297,1199,1.2467758837297587,1.0763109552312928,2.3230868389610517,7
1297,1504,1.7363026889776263,0.636513408950807,2.372816097928433,16
1297,1763,2.485492575772029,0.8409997869608952,3.326492362732924,6
1297,1764,1.6276203691044917,1.4969653814468105,3.124585750551302,26
1297,1765,2.908261605191985,1.7679832013581058,4.676244806550091,18
1297,1766,2.717860485029175,1.3874173698085346,4.105277854837709,5
1504,127,2.7054027974094446,1.8922062198232898,4.597609017232735,15
1504,128,2.960637098126634,1.194986564534811,4.155623662661445,15
1504,179,1.909401603631534,1.1138204951092894,3.023222098740823,22
1504,249,1.596520910416708,1.501773409206565,3.098294319623273,26
1504,353,1.2860029094783711,1.640313044468586,2.926315953946957,26
1504,424,2.8056363260476287,1.4937770090255191,4.299413335073147,19
1504,426,2.5667819405031786,0.6496030001860782,3.216384940689257,29
1504,1354,1.7820572418354417,1.8892124105683106,3.671269652403752,20
1504,3326,2.9509745047118603,1.2268118751212131,4.177786379833074,29
1504,3327,1.7065556793961068,1.87194060291093,3.5784962823070368,15
1765,839,1.9341662836935174,0.7852776890996911,2.7194439727932087,6
1765,2420,2.7139068385865026,1.5848376361948735,4.298744474781376,18
1765,2477,2.369818746593532,1.2321173494000137,3.601936095993546,12
1765,3086,1.851177638412897,0.7407153324508481,2.591892970863745,23
1765,3185,1.3428565938192842,1.0146838364363824,2.357540430255667,29
1765,3193,1.558994057087671,0.8556467434889866,2.4146408005766578,13
1765,3197,1.3230528174841396,1.2800305395329918,2.6030833570171312,12
1765,3301,2.8154879827881,0.9999607820382601,3.81544876482636,24
1765,3527,2.7223049828252943,0.8324013666214072,3.5547063494467013,13
1346,1730,2.358864151829652,1.5213035827986823,3.8801677346283343,28
1346,1766,2.163562331161729,1.3057279911540005,3.4692903223157296,8
1346,2503,1.6861860573654524,1.788905419731782,3.4750914770972345,10
1346,2708,1.3965406569876517,1.9098161424172013,3.306356799404853,27
1346,3177,1.414913632251188,1.1434450431126812,2.558358675363869,29
1346,3187,1.2982190423115691,0.5845866131450139,1.882805655456583,21
1346,3188,2.0343209215268945,0.6928175785231674,2.727138500050062,27
1346,3189,1.238433368917096,1.790816734061457,3.029250102978553,20
1346,3190,2.776281361553165,1.784954903053395,4.56123626460656,24
1346,3191,1.6642932282710103,1.7141572140576284,3.3784504423286386,17
3152,769,2.9399330747203387,1.23183745550017,4.171770530220509,18
3152,1078,1.2424484105165978,1.6864170210165979,2.928865431533196,29
3152,1409,2.779623170798554,1.2162685695639055,3.9958917403624596,23
3152,2374,1.417478917102873,1.180861856099836,2.5983407732027093,10
3152,4116,2.580963384094664,1.2407991746505516,3.821762558745216,18
3152,4316,1.9040987285489475,0.8181501510699335,2.722248879618881,8
3152,4442,1.5356175799265577,1.991857969237957,3.5274755491645147,6
3152,4553,1.1912230046665382,1.998682509850417,3.1899055145169553,28
3152,4554,2.3803892704635743,0.5364452891505394,2.916834559614114,7
3152,4555,1.7733809563833474,0.9565941317694339,2.729975088152781,16
1307,240,1.2999625623228876,0.7228032251335783,2.022765787456466,12
1307,1308,2.4325258943064623,1.1752809522208223,3.607806846527285,24
1307,1309,1.6207823837072963,0.7618374383290487,2.382619822036345,22
1307,1310,2.453808992744123,1.5037737982372263,3.9575827909813492,12
1307,1311,1.086197838528919,1.4197349384571594,2.5059327769860786,15
1307,1312,1.3671997608672293,1.0569327204889016,2.424132481356131,9
1307,1313,1.3871101969690185,1.8348037629363443,3.221913959905363,5
1307,1314,1.9179993974526905,1.678400213407778,3.5963996108604688,12
1307,1315,1.9102690448186548,0.8526160924562372,2.7628851372748917,21
1307,1316,2.7542717129815353,0.7875837773128083,3.5418554902943438,9
1308,2661,2.1400165360907626,1.1186743923362235,3.258690928426986,19
1308,2922,2.797631138684967,1.7901735827402934,4.58780472142526,9
1308,3181,2.710564808330225,1.6283731781497752,4.33893798648,19
1308,3182,2.7994793987602513,1.9114988345874095,4.710978233347661,27
1308,3183,2.525775741362242,1.2456237899230913,3.7713995312853337,11
1310,9,2.1766559982136258,1.5868357487331086,3.7634917469467344,22
1310,122,2.8645733777687026,1.7481446461197974,4.6127180238885,30
1310,123,1.9254744310981664,1.5330568018564756,3.458531232954642,29
1310,124,1.2864778919263669,1.0916087685226485,2.378086660449015,12
1310,128,2.6428857763977565,1.737865005739799,4.3807507821375555,14
1310,179,2.5166910418612765,1.7039010805198276,4.220592122381104,10
1310,367,1.8665748691770425,0.8762929860298142,2.742867855206857,25
1310,369,2.318929961920337,1.1736170853390044,3.4925470472593414,25
1310,427,1.4414427666184508,1.1760263166755003,2.617469083293951,12
1310,1317,2.7382583593472267,1.289527170722418,4.027785530069645,26
1534,303,1.5896461880158057,1.4743959728019183,3.064042160817724,22
1534,424,2.7794837194628155,1.467425281223742,4.246909000686557,8
1534,771,2.1138326883494876,0.8663960436880779,2.9802287320375656,18
1534,804,2.75953178355668,1.4018837070871049,4.161415490643785,7
1534,1457,1.3022912286744832,0.6773742163183523,1.9796654449928355,13
1534,2288,1.0702435642235206,0.7192794148012706,1.7895229790247913,30
1534,3170,1.712629567178752,1.9168931530026718,3.6295227201814235,16
1534,3282,2.490137088014299,1.8660119821208139,4.356149070135112,6
1534,4172,1.760137274228364,0.5167367625640782,2.2768740367924423,28
1534,4301,2.5925241553859255,1.7535857351495685,4.3461098905354945,16
1534,4359,1.581232353360412,1.051924618115227,2.633156971475639,11
1534,4793,2.3272642780275903,1.5735684531331444,3.900832731160735,23
1534,4818,1.5397824519628822,1.290074615440389,2.829857067403271,6
1534,4891,1.095364188451727,1.8274828656530029,2.9228470541047296,21
1534,5414,1.536001523786288,0.6693011877544366,2.2053027115407247,23
1534,5895,2.254729464780791,1.8773634059442181,4.132092870725009,22
1534,5916,2.124497376153087,1.4481470163241934,3.5726443924772804,18
1534,6061,1.2450791962455428,1.7922807917330792,3.037359987978622,6
1534,6062,1.6378042800057688,1.8545403967248812,3.4923446767306503,26
3163,1021,1.5435934369638773,1.2048910977317668,2.748484534695644,8
3163,2048,2.12157236993362,1.426525018772856,3.548097388706476,9
3163,2476,1.6598908295826806,1.9016470421194982,3.561537871702179,7
3163,2787,1.587766180184871,1.3990532743209962,2.9868194545058673,11
3163,3617,2.436515009945645,1.7848405808860748,4.22135559083172,21
3163,4291,2.4263836686871203,1.6525024572193066,4.078886125906427,22
3163,4566,2.5177238773174158,1.6044854048653558,4.122209282182771,30
3163,4567,2.0323910491457884,0.8115284061422104,2.843919455287999,12
3163,4568,2.077362323782108,1.7126080174616685,3.7899703412437766,18
3160,2734,1.243889675638278,0.9344724635317968,2.178362139170075,24
3160,3138,1.2023558919855881,0.6154052142821417,1.8177611062677297,25
3160,4510,2.934672855356059,1.478380871851221,4.41305372720728,6
3160,4556,1.2015696089222134,0.8904713951483265,2.09204100407054,14
3160,4557,2.217525237359366,0.9981014316064669,3.2156266689658333,12
3160,4558,2.5749691866733464,1.579953973266958,4.154923159940305,30
3160,4559,2.1147069776206693,0.5080627222893065,2.6227696999099757,24
3160,4560,2.1345042057841557,1.555398760543666,3.6899029663278218,9
3160,4561,2.1039431916830234,1.4849644861003368,3.58890767778336,17
3160,4562,1.4996583125941636,1.0782236688612725,2.577881981455436,15
3200,924,1.4789656245424105,1.7205770151334463,3.199542639675857,17
3200,1517,2.2916302757780533,0.9576625612614182,3.2492928370394716,9
3200,2773,2.933959716161468,1.2998443205888943,4.233804036750362,10
3200,2916,1.5228705689899955,0.6862579517722455,2.209128520762241,7
3200,2943,2.245029108594545,1.3981044158385254,3.6431335244330705,18
3200,3516,2.8150657788884135,1.2995810622433892,4.114646841131803,27
3200,4289,1.5181680966694815,1.8480170570251921,3.3661851536946736,8
3200,4478,2.308559515551213,0.7677472742385932,3.076306789789806,13
3200,4585,2.081605072814537,1.3501715995966217,3.431776672411159,23
3200,4586,1.8196878036934347,0.5925367595461618,2.4122245632395964,28
3192,2,1.0409317521537815,1.8279585359939918,2.8688902881477736,9
3192,8,2.6413337569662962,1.5082519225990942,4.149585679565391,22
3192,248,2.0629541426491267,1.4577492156101017,3.5207033582592286,12
3192,390,2.5029846650414527,1.7412932361577762,4.244277901199229,12
3192,554,2.198800597067554,1.3482928694168035,3.547093466484357,16
3192,697,1.7665459303020987,1.9261125593040331,3.692658489606132,23
3192,946,2.307839819539198,0.575032871215064,2.8828726907542617,29
3192,1317,1.4865351841769325,0.6294981446814036,2.116033328858336,11
3192,2001,1.6834990676601784,0.5284601132948179,2.211959180954996,16
3192,2077,2.3763014561290445,1.8440037581735926,4.220305214302638,10
3193,1983,1.6364101512266633,0.5679014962756237,2.204311647502287,29
3194,4587,2.2032713639468167,1.1431065881911362,3.346377952137953,5
3174,262,1.0724005363649904,1.671230271600245,2.7436308079652356,29
3174,344,1.5529344502031774,0.562650390897778,2.1155848411009552,6
3174,2613,2.27922174019802,1.9086687969972553,4.187890537195275,12
3174,2994,2.85011105031601,1.4715794179218746,4.321690468237884,9
3174,4571,2.867636996457761,1.4201145377690922,4.287751534226853,7
1338,178,2.2909838072470787,0.7110532704634589,3.0020370777105376,8
1338,725,2.5644260938762766,1.0768372251903902,3.641263319066667,22
1338,892,1.929406213301844,0.8362529376092744,2.7656591509111186,18
1338,1530,1.978857856496708,1.3097591565460096,3.2886170130427175,18
1338,2057,1.6455724467494155,1.4699112981569835,3.115483744906399,28
1338,2570,2.9108599367376344,0.9216505050429402,3.832510441780575,30
1338,2671,2.5874407514596918,1.8086152363634675,4.396055987823159,15
1338,2786,1.9449089462184108,1.1201727594248727,3.0650817056432835,11
1338,3178,2.0618134322283073,0.5674405575897292,2.6292539898180367,10
1338,3179,1.2222660709515862,0.9889596402442323,2.2112257111958185,18
3176,3,2.771574898435809,1.6417722392693275,4.413347137705136,28
3176,8,2.3022197483983273,0.7412916136547755,3.0435113620531027,23
3176,127,1.0415286317740882,1.3451828242087647,2.386711455982853,20
3176,129,1.9488127038435545,1.534123172459163,3.482935876302718,7
3176,146,1.4319129104140653,1.5073018204179032,2.9392147308319685,28
3176,176,2.8088245640599476,0.9435477477922865,3.752372311852234,23
3176,246,2.5183180350815926,0.6632724464491867,3.181590481530779,13
3176,426,1.525624998389642,1.5829200997692656,3.1085450981589076,27
3176,1245,1.0406527639956251,1.1692863068624832,2.209939070858108,21
3176,2098,1.0632543479974004,1.3386743348620156,2.401928682859416,5
3178,1948,2.387053052684828,1.410676738683168,3.797729791367996,15
3178,2119,2.0956850226934653,0.8883358942755887,2.984020916969054,7
3178,3325,1.6459851095654159,0.9463940756156966,2.5923791851811124,10
3178,3457,1.5562291733699576,1.0527309747092088,2.6089601480791664,18
3178,4419,2.9769490032520594,1.5311786687135385,4.508127671965598,17
3178,4572,2.952597247530199,1.1321855411528012,4.084782788683,29
3178,4573,1.6783513774464025,1.0081563356104106,2.6865077130568134,7
3178,4574,2.7209924172773494,1.0793976626216695,3.800390079899019,21
3178,4575,2.620084594105037,1.8599966964076702,4.480081290512707,20
3178,4576,1.7965512109540651,0.5804433802784286,2.376994591232494,9
3179,282,2.652030597772892,1.4847124417940958,4.136743039566988,26
3179,303,2.1188028392018974,1.1183087654962973,3.2371116046981947,11
3179,728,2.1269430872108126,1.3126102541595404,3.439553341370353,11
3179,822,1.7737649363386094,0.8221162640995193,2.5958812004381286,27
3179,1143,2.198327679374475,1.8292949407380314,4.027622620112506,17
3179,1505,1.9640482542290352,0.6139701872796743,2.5780184415087097,16
3179,2528,2.3412512306082887,1.9456601400958058,4.286911370704095,15
3179,2885,1.159889788954821,0.8623456942997831,2.022235483254604,10
3179,3769,2.11354549965525,1.7602482083988902,3.87379370805414,16
3179,4075,2.983349342393974,1.038365563765876,4.0217149061598505,5
3197,585,2.304020569253476,0.568807680092319,2.872828249345795,16
3197,1036,2.695361108113242,1.5584666766072657,4.2538277847205075,15
3197,1730,2.568503056630963,1.5242007305424565,4.092703787173419,12
3197,1797,1.80983708648391,1.0636736357105383,2.8735107221944483,13
3197,2556,1.2661141344451987,1.7161804491921118,2.9822945836373105,29
3197,2997,1.6023757105116108,1.8462645023915214,3.448640212903132,25
3197,3619,2.4081733208166334,1.6906787863313593,4.098852107147993,17
3197,3808,1.2783995169036084,0.8629711978459882,2.1413707147495966,22
3197,4582,2.7021237031471728,0.7149610904079429,3.417084793555116,13
3197,4583,1.5328447878355458,1.8543267004787223,3.387171488314268,21
3190,123,2.6154422329420317,1.525852614749204,4.141294847691236,8
3190,124,1.2683153572084598,1.8394891600576009,3.107804517266061,10
3190,367,2.2176290402941023,0.7085653126330412,2.9261943529271437,17
3190,368,2.1036701532621978,1.2259603756874333,3.329630528949631,24
3190,667,2.588267264246324,1.0839760372596152,3.6722433015059393,22
3190,857,1.6602374641035302,1.4641911640897205,3.1244286281932507,20
3190,1208,1.064244132555781,0.6359945750974532,1.7002387076532341,11
3190,4577,2.6934724042456066,1.1254616257417973,3.818934029987404,21
3190,4578,2.8030219616470196,1.2190841499131144,4.022106111560134,26
3190,4579,1.9032138688518625,0.6344303282810166,2.537644197132879,5
1354,163,1.8545217235670521,1.1659137775981931,3.0204355011652453,5
1354,1642,2.3503907691587442,1.515884552684298,3.866275321843042,30
1354,1741,2.7219094445751546,1.4440748537176467,4.165984298292801,27
1354,2134,2.101398523224778,1.0670678419488169,3.168466365173595,10
1354,2329,1.8661311478515061,1.0538591497906822,2.9199902976421885,22
1354,2683,2.1985633679395353,1.3223697565366843,3.52093312447622,12
1354,2880,2.211693864798442,1.9223886219696529,4.134082486768095,16
1354,3202,2.0729149952276513,1.7303621692431337,3.803277164470785,11
1354,3203,2.1543626965157574,0.6372478568195594,2.7916105533353166,12
3202,267,2.3672778519452544,0.75837837669577,3.1256562286410245,20
3202,1466,2.935222591309484,1.6724576500556074,4.607680241365092,18
3202,2869,1.3318173340703094,1.832254379873791,3.1640717139441,9
3202,3488,2.641822805834699,0.8943327518745826,3.5361555577092814,9
3202,3708,2.1444467474373052,1.4633014035707836,3.6077481510080887,29
3202,3796,2.7490272289151445,0.8682478978406853,3.61727512675583,6
3202,3818,2.2055459621120046,1.9527964664447888,4.158342428556793,28
3202,4165,2.655324294580165,1.3943941387510035,4.049718433331169,30
3202,4322,2.2872841275700666,1.9949295939606717,4.282213721530738,22
3202,4590,1.6189411960489017,1.7647540414175125,3.383695237466414,14
1356,48,1.28347830088131,0.5993942356840174,1.8828725365653274,24
1356,270,1.7347230456285678,1.0860519979796832,2.820775043608251,9
1356,281,1.9440629561041993,1.8517814405861057,3.7958443966903053,22
1356,472,2.1903872564430564,1.0854584496104789,3.275845706053535,22
1356,1357,2.9399280543215625,0.8925541994991906,3.832482253820753,12
1356,1358,2.828290096270686,1.650537803992925,4.478827900263611,16
1356,1359,2.3112759117808466,0.5161061892712984,2.827382101052145,28
1356,1360,1.401185829823705,1.975579083254496,3.376764913078201,12
1356,1361,1.7878269911657942,1.4351140543760326,3.222941045541827,8
1359,626,1.4376116805628745,1.2686347414972277,2.706246422060102,15
1359,913,2.7177887040619897,0.7694718029930045,3.4872605070549945,23
1359,1741,2.4017841805288196,0.776193324487998,3.1779775050168175,14
1359,1958,2.729963321805174,0.7312959085329916,3.461259230338166,16
1359,1980,1.0223846106081613,1.7522614511876602,2.7746460617958215,12
1359,2194,2.929884926180052,0.942412365163037,3.872297291343089,20
1359,2617,1.2371447686986787,1.5632028016968331,2.8003475703955116,30
1359,3206,1.3324037004299156,1.8393094825168699,3.1717131829467853,14
1359,3207,1.538476582864378,0.5891768153661905,2.1276533982305685,12
1359,3208,1.4306453761469975,0.617749079433961,2.0483944555809583,29
1360,968,1.5116521315221612,0.9746098825770011,2.4862620140991623,5
1360,1561,2.3894010950669764,0.8137089507238164,3.203110045790793,28
